County_FIPS,D,I,R
47125.0,37.86,1.138,56.42
47127.0,16.95,0.712,79.46
47129.0,15.8,0.542,81.46
47131.0,19.83,0.44,77.92
47133.0,23.7,0.476,73.88
47135.0,20.91,0.634,75.9
47137.0,20.54,0.406,77.38
47139.0,19.2,0.52,78.17
47141.0,25.39,0.834,70.4
47143.0,17.74,0.64,79.02
47145.0,22.39,0.814,73.5
47147.0,24.53,0.746,71.71
47149.0,34.38,1.022,60.48
47151.0,13.11,0.404,84.85
47153.0,18.54,0.638,78.24
47155.0,17.39,0.7,79.07
47157.0,62.26,0.614,34.63
47159.0,22.78,0.634,74.02
47161.0,23.13,0.74,73.14
47163.0,19.89,0.786,76.13
47165.0,25.53,0.788,70.49
47167.0,24.72,0.596,72.27
47169.0,30.01,0.632,66.8
47171.0,17.58,0.664,79.06
47173.0,16.27,0.542,80.98
47175.0,22.3,0.478,75.29
47177.0,26.05,0.724,70.29
47179.0,26.31,0.896,69.17
47181.0,12.27,0.306,86.16
47183.0,22.84,0.584,74.22
47185.0,18.84,0.562,78.32
47187.0,29.6,1.054,65.1
47189.0,25.5,0.926,69.82
48001.0,19.88,1.07,77.95
48003.0,16.97,1.67,79.67
48005.0,25.23,1.11,72.53
48007.0,23.48,1.33,73.85
48009.0,9.22,1.05,88.66
48011.0,6.88,1.125,90.85
48013.0,34.06,1.36,63.19
48015.0,18.92,1.215,78.63
48017.0,22.25,1.23,75.28
48019.0,16.9,1.6,79.88
48021.0,37.36,2.44,57.74
48023.0,12.8,1.135,84.91
48025.0,40.7,1.605,56.07
48027.0,40.0,2.45,55.08
48029.0,54.46,2.275,40.98
48031.0,21.94,1.875,74.29
48033.0,8.49,0.545,90.41
48035.0,16.37,1.245,81.12
48037.0,25.61,1.045,72.27
48039.0,35.8,1.89,60.39
48041.0,34.89,3.275,58.54
48043.0,44.22,3.355,49.05
48045.0,12.39,1.22,85.14
48047.0,74.61,0.88,23.61
48049.0,11.62,1.135,86.09
48051.0,21.46,0.985,76.54
48053.0,19.87,1.745,76.63
48055.0,39.82,2.26,55.64
48057.0,30.44,1.44,66.66
48059.0,10.22,1.165,87.43
48061.0,64.61,1.66,32.05
48063.0,27.74,0.89,70.47
48065.0,8.45,1.335,88.86
48067.0,19.38,0.745,79.11
48069.0,26.35,1.425,70.79
48071.0,17.63,1.33,79.69
48073.0,20.75,1.01,77.21
48075.0,12.14,0.69,86.46
48077.0,10.69,0.98,87.32
48079.0,21.08,1.77,75.36
48081.0,9.83,0.63,88.89
48083.0,10.64,0.97,87.4
48085.0,39.22,2.28,56.2
48087.0,12.56,1.12,85.18
48089.0,23.31,1.055,74.56
48091.0,23.0,1.945,73.08
48093.0,15.13,1.15,82.56
48095.0,13.87,1.59,82.94
48097.0,14.75,1.175,82.88
48099.0,27.89,2.365,67.36
48101.0,14.4,1.11,83.36
48103.0,21.65,1.26,75.81
48105.0,26.66,1.535,70.25
48107.0,27.33,1.865,68.92
48109.0,59.58,1.83,36.74
48111.0,14.46,1.785,81.95
48113.0,61.12,1.99,34.88
48115.0,23.44,1.27,74.0
48117.0,28.2,1.245,69.29
48119.0,17.55,0.935,80.56
48121.0,37.5,2.4,57.68
48125.0,14.08,1.43,83.05
48127.0,67.37,1.205,30.2
48129.0,13.01,1.535,83.9
48131.0,66.91,0.715,31.64
48133.0,11.18,1.085,86.63
48135.0,28.11,1.605,68.66
48137.0,28.35,1.025,69.57
48139.0,25.68,1.63,71.05
48141.0,69.13,2.46,25.92
48143.0,15.63,1.61,81.13
48145.0,32.14,1.07,65.71
48147.0,17.73,1.305,79.65
48149.0,19.28,1.145,78.41
48151.0,23.4,1.565,73.46
48153.0,22.21,1.275,75.22
48155.0,22.11,1.46,74.95
48157.0,51.64,1.66,45.01
48159.0,15.26,1.235,82.25
48161.0,19.2,0.995,78.79
48163.0,52.21,0.925,45.91
48165.0,12.95,1.135,84.76
48167.0,36.69,1.98,59.33
48169.0,15.18,0.945,82.91
48171.0,17.41,1.49,79.59
48173.0,5.64,1.24,91.86
48175.0,26.2,1.64,70.5
48177.0,24.85,1.24,72.65
48179.0,9.49,1.12,88.24
48181.0,21.83,1.605,74.94
48183.0,28.09,1.265,69.36
48185.0,23.02,1.405,74.14
48187.0,31.99,2.105,63.78
48189.0,23.74,2.065,72.1
48191.0,15.05,1.56,81.81
48193.0,13.27,1.02,84.67
48195.0,8.78,1.18,88.85
48197.0,16.47,1.815,79.88
48199.0,12.2,0.85,86.08
48201.0,54.22,1.97,41.82
48203.0,27.04,0.985,70.97
48205.0,8.84,1.18,88.79
48207.0,17.79,1.35,79.49
48209.0,46.3,3.265,47.15
48211.0,10.72,1.355,86.54
48213.0,18.92,1.05,78.96
48215.0,68.63,1.625,28.09
48217.0,19.64,1.14,78.06
48219.0,17.26,1.59,79.55
48221.0,15.31,1.435,81.8
48223.0,18.61,0.975,79.43
48225.0,23.82,0.71,74.74
48227.0,20.34,1.66,76.33
48229.0,37.19,2.52,57.74
48231.0,20.2,1.625,76.53
48233.0,10.5,1.43,86.62
48235.0,11.84,0.655,86.84
48237.0,9.4,0.77,89.03
48239.0,17.13,0.99,80.87
48241.0,19.33,0.71,79.23
48243.0,35.91,2.505,59.06
48245.0,48.53,1.215,49.02
48247.0,77.15,1.27,20.29
48249.0,54.17,0.995,43.82
48251.0,19.16,1.675,77.47
48253.0,15.76,1.53,81.16
48255.0,27.33,0.975,70.7
48257.0,25.04,1.435,72.07
48259.0,18.22,1.6,78.56
48261.0,53.22,0.805,45.16
48263.0,13.62,1.615,83.14
48265.0,20.2,1.655,76.47
48267.0,10.59,1.075,87.24
48269.0,3.14,1.57,93.71
48271.0,32.09,1.085,65.73
48273.0,49.69,2.14,46.01
48275.0,18.18,1.21,79.38
48277.0,19.3,1.11,78.47
48279.0,19.71,1.21,77.84
48281.0,18.14,1.83,78.18
48283.0,54.9,1.31,42.45
48287.0,21.03,1.175,76.6
48289.0,12.27,0.715,86.28
48291.0,20.08,0.92,78.06
48293.0,22.85,0.995,75.14
48295.0,10.21,1.055,87.67
48297.0,17.31,0.91,80.85
48299.0,17.58,1.29,79.82
48301.0,6.25,2.34,89.06
48303.0,28.5,2.31,66.86
48305.0,20.18,1.2,77.41
48307.0,15.55,0.97,82.5
48309.0,34.56,1.89,61.65
48311.0,8.04,0.3,91.34
48313.0,20.56,0.615,78.19
48315.0,27.48,0.97,70.56
48317.0,15.15,1.02,82.79
48319.0,17.19,1.07,80.66
48321.0,28.49,1.16,69.16
48323.0,76.51,1.375,20.72
48325.0,26.9,1.475,70.13
48327.0,17.79,1.505,79.18
48329.0,20.49,1.905,75.67
48331.0,23.72,1.3,73.66
48333.0,10.81,1.045,87.08
48335.0,16.11,1.295,81.27
48337.0,10.28,1.115,87.47
48339.0,22.52,1.755,73.95
48341.0,20.82,1.82,75.52
48343.0,28.7,0.965,69.35
48345.0,6.45,0.725,92.09
48347.0,30.41,1.905,65.76
48349.0,24.4,1.215,73.15
48351.0,24.38,0.88,73.84
48353.0,21.69,1.725,74.85
48355.0,47.23,1.995,48.77
48357.0,9.19,1.32,88.15
48359.0,8.25,0.895,89.94
48361.0,17.99,1.035,79.92
48363.0,16.7,1.24,80.8
48365.0,17.62,0.635,81.1
48367.0,14.76,1.455,82.3
48369.0,30.09,1.045,67.81
48371.0,37.22,1.83,59.1
48373.0,20.67,1.06,77.18
48375.0,26.89,2.135,68.82
48377.0,66.18,2.105,29.59
48379.0,13.36,0.99,84.64
48381.0,15.49,1.94,80.61
48383.0,18.55,1.33,78.77
48385.0,15.61,1.005,82.35
48387.0,22.3,0.725,76.23
48389.0,52.1,1.69,44.5
48391.0,35.11,1.37,62.13
48393.0,3.63,0.545,95.27
48395.0,31.42,1.01,66.54
48397.0,24.36,1.895,71.83
48399.0,12.0,0.95,86.08
48401.0,20.71,1.005,77.26
48403.0,13.22,0.385,85.99
48405.0,25.45,0.5,73.53
48407.0,19.73,1.065,78.11
48409.0,36.37,1.585,60.44
48411.0,12.44,0.755,86.02
48413.0,19.82,1.225,77.7
48415.0,13.93,1.18,83.69
48417.0,6.85,0.695,91.74
48419.0,19.36,0.79,79.04
48421.0,10.28,1.605,86.49
48423.0,26.6,1.435,70.5
48425.0,13.93,1.675,82.71
48427.0,79.08,0.97,18.97
48429.0,10.07,1.04,87.83
48431.0,11.05,1.1,86.72
48433.0,19.25,0.78,79.17
48435.0,22.12,0.95,75.97
48437.0,21.09,1.295,76.3
48439.0,43.45,2.195,52.15
48441.0,22.19,2.255,73.28
48443.0,32.03,1.14,65.67
48445.0,24.04,1.245,73.45
48447.0,10.39,0.55,88.49
48449.0,27.65,1.26,69.8
48451.0,23.92,2.11,71.84
48453.0,66.26,3.16,27.4
48455.0,19.29,0.755,79.18
48457.0,15.59,0.78,82.83
48459.0,14.93,1.07,82.91
48461.0,21.91,1.965,74.15
48463.0,43.22,1.365,54.02
48465.0,51.35,2.595,43.45
48467.0,12.87,1.06,85.0
48469.0,28.49,1.5,68.48
48471.0,30.91,1.825,65.42
48473.0,34.36,1.33,62.96
48475.0,22.85,1.345,74.45
48477.0,22.92,1.425,74.21
48479.0,74.37,1.42,22.76
48481.0,28.81,1.08,69.0
48483.0,8.41,0.54,90.5
48485.0,23.08,2.04,72.82
48487.0,19.67,1.555,77.2
48489.0,67.21,1.22,30.32
48491.0,42.01,3.045,51.87
48493.0,24.87,1.225,72.66
48495.0,22.42,1.33,74.9
48497.0,13.83,1.195,83.75
48499.0,14.07,0.91,84.09
48501.0,18.52,1.65,78.16
48503.0,11.39,1.285,86.01
48505.0,65.6,0.795,32.8
48507.0,77.66,0.955,20.41
49001.0,10.6,1.94625,73.81
49003.0,10.96,3.32625,62.38
49005.0,18.68,4.36,46.38
49007.0,21.85,1.5075,66.04
49009.0,16.34,1.665,70.32
49011.0,22.0,4.1275,44.92
49013.0,7.21,1.66625,79.41
49015.0,8.89,1.41,79.8
49017.0,15.34,1.985,68.74
49019.0,43.37,1.64125,43.46
49021.0,14.63,2.42125,65.94
49023.0,10.69,2.6975,67.68
49025.0,21.22,1.7725,64.56
49027.0,8.23,2.24375,73.78
49029.0,11.13,3.42,61.44
49031.0,5.02,0.99,87.03
49033.0,9.48,2.3475,71.71
49035.0,43.17,2.98,32.92
49037.0,30.31,1.83125,54.98
49039.0,10.49,2.9575,65.82
49041.0,8.17,1.78,77.55
49043.0,50.91,1.68375,35.56
49045.0,21.23,3.43125,51.27
49047.0,7.77,1.94125,76.64
49049.0,13.91,4.31625,51.5
49051.0,25.11,3.04625,50.47
49053.0,17.14,1.7825,68.56
49055.0,19.21,1.5925,68.01
49057.0,27.23,3.18875,47.2
50001.0,59.0,6.6,27.8
50003.0,54.9,5.5,34.1
50005.0,45.8,7.45,39.3
50007.0,65.7,6.0,22.3
50009.0,34.8,6.85,51.5
50011.0,43.7,7.75,40.9
50013.0,51.0,6.4,36.2
50015.0,56.7,7.65,28.0
50017.0,51.5,7.15,34.2
50019.0,43.0,7.05,42.8
50021.0,46.0,5.9,42.1
50023.0,59.8,7.25,25.7
50025.0,63.4,6.3,24.1
50027.0,58.7,6.3,28.8
51001.0,42.76,0.92,54.47
51003.0,59.31,2.13666666667,34.26
51005.0,29.63,1.21666666667,66.69
51007.0,30.56,0.853333333333,66.86
51009.0,32.88,1.17333333333,63.59
51011.0,25.43,0.9,71.83
51013.0,76.98,2.03666666667,16.88
51015.0,22.11,2.18,71.33
51017.0,26.88,1.36333333333,69.01
51019.0,23.07,1.47666666667,72.48
51021.0,14.5,1.05333333333,82.33
51023.0,24.09,1.39,71.71
51025.0,58.5,0.55,39.82
51027.0,18.66,0.743333333333,79.08
51029.0,42.94,0.853333333333,54.48
51031.0,24.23,1.43666666667,71.43
51033.0,45.28,1.45333333333,50.34
51035.0,18.81,0.916666666667,78.4
51036.0,59.91,1.06333333333,36.87
51037.0,37.17,0.913333333333,60.06
51041.0,46.2,1.77666666667,48.45
51043.0,37.47,1.74333333333,57.27
51045.0,19.43,1.23666666667,76.83
51047.0,35.06,1.50666666667,60.4
51049.0,41.68,1.02,55.24
51051.0,20.84,0.713333333333,77.0
51053.0,42.59,0.783333333333,55.02
51057.0,47.45,0.966666666667,49.62
51059.0,65.29,1.87,29.07
51061.0,34.91,1.83666666667,59.55
51063.0,28.85,1.6,66.34
51065.0,42.62,1.78333333333,52.01
51067.0,27.06,1.22666666667,69.24
51069.0,29.7,1.77666666667,64.95
51071.0,23.77,1.28333333333,72.35
51073.0,27.65,1.76666666667,67.03
51075.0,35.06,1.60666666667,60.11
51077.0,19.38,1.18,77.05
51079.0,30.75,2.23,62.53
51081.0,58.62,0.513333333333,39.81
51083.0,40.65,0.696666666667,57.22
51085.0,31.06,1.79333333333,63.53
51087.0,57.79,1.78,36.84
51089.0,34.12,0.86,63.28
51091.0,26.67,1.48,68.87
51093.0,37.46,1.36,58.44
51095.0,44.67,1.83666666667,49.8
51097.0,40.13,0.963333333333,56.95
51099.0,33.44,1.74,61.31
51101.0,30.28,1.36666666667,65.61
51103.0,43.37,1.09333333333,53.34
51105.0,17.39,0.653333333333,80.63
51107.0,55.42,1.97666666667,38.62
51109.0,35.46,1.50333333333,60.01
51111.0,39.91,0.86,57.48
51113.0,31.75,1.50666666667,63.71
51115.0,29.53,1.34333333333,66.42
51117.0,43.29,0.703333333333,54.57
51119.0,35.15,1.21333333333,61.19
51121.0,46.87,2.51,45.56
51125.0,44.58,1.69666666667,50.32
51127.0,29.14,1.36666666667,66.73
51131.0,53.06,1.04666666667,43.78
51133.0,34.61,1.04333333333,62.24
51135.0,42.11,0.87,55.26
51137.0,34.7,1.33666666667,61.26
51139.0,23.57,1.01,73.37
51141.0,20.82,1.04333333333,76.02
51143.0,29.01,0.783333333333,68.61
51145.0,24.15,1.70666666667,70.7
51147.0,50.36,1.54666666667,44.97
51149.0,39.77,1.16,56.73
51153.0,57.36,1.76333333333,37.32
51155.0,27.59,1.38,68.25
51157.0,39.17,1.28,56.97
51159.0,36.89,0.826666666667,60.61
51161.0,33.47,1.66,61.53
51163.0,32.81,1.58,62.43
51165.0,25.62,1.73,69.16
51167.0,19.08,0.953333333333,78.03
51169.0,15.7,0.77,81.96
51171.0,25.91,1.61333333333,69.23
51173.0,20.74,1.08,76.0
51175.0,40.52,0.903333333333,56.75
51177.0,38.98,1.74333333333,55.76
51179.0,42.66,1.84666666667,51.78
51181.0,52.03,1.02,44.89
51183.0,57.06,0.703333333333,40.8
51185.0,15.65,0.79,81.96
51187.0,29.03,1.61333333333,66.11
51191.0,21.57,1.11,75.08
51193.0,44.9,0.95,52.23
51195.0,17.92,0.71,79.93
51197.0,20.86,1.10333333333,75.8
51199.0,38.13,2.2,55.26
53001.0,27.39,1.09,67.14
53003.0,32.19,1.76,58.98
53005.0,32.85,1.49,59.67
53007.0,39.93,1.02,54.92
53009.0,45.94,1.296,47.55
53011.0,46.42,1.45,46.29
53013.0,24.47,1.296,69.01
53015.0,40.12,1.36,53.03
53017.0,31.52,1.132,62.79
53019.0,30.64,1.632,61.17
53021.0,38.07,1.16,56.09
53023.0,22.4,1.864,68.26
53025.0,27.26,1.418,65.62
53027.0,42.86,1.486,49.69
53029.0,49.19,1.558,42.99
53031.0,62.61,1.5,29.85
53033.0,72.23,1.204,21.71
53035.0,51.66,1.824,39.18
53037.0,39.6,1.134,54.69
53039.0,39.3,1.226,54.54
53041.0,29.76,1.1,64.71
53043.0,21.7,1.242,72.05
53045.0,42.75,1.67,48.87
53047.0,37.24,1.078,57.32
53049.0,43.95,1.184,50.09
53051.0,28.5,1.414,64.4
53053.0,49.89,1.576,42.2
53055.0,66.95,1.584,25.08
53057.0,50.11,1.274,43.49
53059.0,39.52,1.58,52.54
53061.0,54.29,1.616,37.59
53063.0,41.63,1.678,49.93
53065.0,26.45,1.248,67.27
53067.0,53.17,1.772,37.93
53069.0,35.31,1.548,56.92
53071.0,38.81,1.232,54.99
53073.0,54.86,1.54,37.39
53075.0,47.02,1.598,44.96
53077.0,38.35,0.998,56.63
54001.0,20.13,1.66333333333,74.85
54003.0,28.72,1.76666666667,65.95
54005.0,20.6,1.49,74.91
54007.0,25.97,1.52333333333,69.44
54009.0,26.71,1.45333333333,68.9
54011.0,34.57,1.77666666667,60.08
54013.0,17.51,1.59333333333,77.68
54015.0,19.13,1.15666666667,77.38
54017.0,12.73,1.39666666667,83.05
54019.0,27.95,1.48,67.57
54021.0,21.24,1.33666666667,74.72
54023.0,10.31,0.65,87.72
54025.0,26.76,1.76666666667,67.92
54027.0,18.41,1.3,77.66
54029.0,25.68,1.38,70.16
54031.0,20.74,1.26333333333,75.45
54033.0,27.54,1.79666666667,67.05
54035.0,21.86,1.37333333333,73.99
54037.0,39.39,1.94666666667,54.75
54039.0,37.31,1.57333333333,57.95
54041.0,19.4,1.46666666667,76.18
54043.0,20.53,1.40666666667,75.22
54045.0,16.9,0.986666666667,80.11
54047.0,23.12,0.726666666667,74.67
54049.0,30.23,2.02333333333,63.69
54051.0,22.12,1.58666666667,73.11
54053.0,20.45,1.47333333333,75.1
54055.0,20.45,1.25666666667,75.75
54057.0,17.69,1.26333333333,78.5
54059.0,14.41,0.796666666667,83.17
54061.0,40.76,2.68666666667,51.15
54063.0,19.2,1.43,76.49
54065.0,20.53,1.51666666667,74.89
54067.0,19.4,1.4,76.38
54069.0,30.59,2.41,62.16
54071.0,22.6,1.01333333333,74.34
54073.0,19.8,1.78333333333,74.82
54075.0,25.53,2.03,68.36
54077.0,19.52,1.71,75.33
54079.0,23.66,1.63666666667,71.41
54081.0,21.7,1.26,74.49
54083.0,25.18,1.56333333333,70.1
54085.0,12.12,1.43,83.56
54087.0,23.3,1.53666666667,72.06
54089.0,24.46,1.48666666667,71.05
54091.0,22.82,1.60666666667,72.34
54093.0,21.65,1.50333333333,73.81
54095.0,13.94,1.36666666667,81.93
54097.0,19.2,1.61333333333,75.93
54099.0,22.1,1.47333333333,73.45
54101.0,18.74,1.31666666667,77.29
54103.0,21.77,2.05,72.05
54105.0,15.89,1.71,78.96
54107.0,23.61,1.66,71.38
54109.0,13.58,0.94,83.58
55001.0,37.39,0.674,59.19
55003.0,52.18,0.908,43.25
55005.0,35.0,0.918,60.38
55007.0,52.18,0.864,43.46
55009.0,41.85,1.086,52.7
55011.0,36.56,0.98,58.5
55013.0,33.81,0.82,62.07
55015.0,36.45,1.092,58.06
55017.0,37.73,1.064,56.91
55019.0,31.18,0.996,63.81
55021.0,46.18,1.09,48.34
55023.0,44.62,1.058,50.06
55025.0,71.37,1.042,23.38
55027.0,32.62,1.028,62.22
55029.0,46.13,0.902,49.33
55031.0,51.12,1.06,43.52
55033.0,40.96,1.37,52.14
55035.0,50.42,1.292,43.08
55037.0,25.12,0.66,71.55
55039.0,34.03,1.034,60.75
55041.0,35.12,0.602,61.83
55043.0,41.77,1.374,51.33
55045.0,48.53,1.036,46.26
55047.0,28.98,0.866,66.66
55049.0,55.01,1.06,39.66
55051.0,36.61,0.654,60.1
55053.0,41.52,1.028,53.32
55055.0,39.12,1.11,55.3
55057.0,34.93,0.756,61.24
55059.0,47.17,1.058,47.51
55061.0,33.72,0.93,61.59
55063.0,51.6,1.268,42.02
55065.0,43.25,0.884,52.31
55067.0,32.29,0.78,63.76
55069.0,36.87,1.082,57.68
55071.0,36.41,1.09,58.09
55073.0,38.45,0.974,56.66
55075.0,31.24,0.738,65.04
55077.0,35.94,0.746,60.3
55078.0,78.42,0.108,21.03
55079.0,66.43,0.91,28.98
55081.0,36.03,1.084,58.51
55083.0,29.54,0.782,66.52
55085.0,38.88,1.008,56.03
55087.0,40.05,1.144,54.2
55089.0,37.78,1.022,57.07
55091.0,35.9,0.92,59.47
55093.0,39.73,1.37,53.39
55095.0,33.35,1.104,61.09
55097.0,48.59,1.194,45.4
55099.0,35.33,0.86,60.34
55101.0,45.37,0.968,49.76
55103.0,44.92,0.91,50.5
55105.0,52.41,1.118,41.95
55107.0,30.88,0.832,64.93
55109.0,37.36,1.362,55.79
55111.0,47.41,1.132,46.88
55113.0,36.64,0.758,59.54
55115.0,30.74,0.908,64.69
55117.0,38.83,1.124,55.52
55119.0,25.46,0.91,69.96
55121.0,41.56,0.826,54.26
55123.0,44.74,1.188,49.27
55125.0,35.44,0.762,60.72
55127.0,36.99,1.188,57.04
55129.0,36.24,0.816,59.65
55131.0,27.35,0.956,67.84
55133.0,33.52,0.972,61.59
55135.0,32.57,0.918,62.81
55137.0,31.78,0.814,64.11
55139.0,43.14,1.25,50.58
55141.0,37.73,1.042,57.01
56001.0,41.94,2.935,46.29
56003.0,11.69,2.0525,80.07
56005.0,7.38,1.155,87.97
56007.0,20.62,2.06,71.11
56009.0,10.19,1.385,84.24
56011.0,7.18,1.0075,88.75
56013.0,25.38,1.7725,67.5
56015.0,16.18,1.5975,77.4
56017.0,15.77,1.9275,76.48
56019.0,14.67,1.34,79.94
56021.0,28.96,2.2025,62.19
56023.0,13.15,1.525,80.72
56025.0,20.22,1.8375,72.39
56027.0,8.86,1.265,86.04
56029.0,17.32,1.6775,75.95
56031.0,16.12,1.6975,77.06
56033.0,20.62,1.7475,72.36
56035.0,14.98,1.4175,79.33
56037.0,19.4,1.91,72.94
56039.0,60.06,1.9325,32.19
56041.0,14.92,2.1625,76.41
56043.0,14.32,1.825,78.35
56045.0,8.81,1.055,86.92
